Layer,Neuron,Dimension,Average Activation (Supported),Std Activation (Supported),Standard Error (Supported),Average Activation (Not Supported),Std Activation (Not Supported),Standard Error (Not Supported)
54,N/A,2567,-0.6025,0.5586,0.009775848878656759,-0.785,0.5435,0.017521757926853666
55,N/A,2567,-0.599,0.5635,0.00986130210312054,-0.7915,0.5513,0.017773643036314277
56,N/A,2567,-0.5464,0.58,0.010151843066297402,-0.7427,0.567,0.018277413255235495
57,N/A,2567,-0.5566,0.5894,0.01031420419277859,-0.754,0.5747,0.018529298364696106
58,N/A,2567,-0.565,0.591,0.010339840160117726,-0.76,0.578,0.01863949810008512
59,N/A,2567,-0.6055,0.5977,0.01045947467436702,-0.804,0.5845,0.018844154751521867
60,N/A,2567,-0.6055,0.6025,0.010544927898830804,-0.8105,0.59,0.019017325764276036
61,N/A,2567,-0.602,0.6104,0.010681653057972857,-0.8096,0.595,0.019190496777030205
62,N/A,2567,-0.627,0.613,0.010724379670204748,-0.8394,0.598,0.019284953693077936
63,N/A,2567,-0.5845,0.6187,0.010826923539561287,-0.7905,0.6025,0.019426639067149528
64,N/A,2567,-0.5054,0.6353,0.011117464502738148,-0.7163,0.6167,0.019883180828046885
65,N/A,2567,-0.5747,0.641,0.011220008372094688,-0.7925,0.6226,0.020072094660142342
66,N/A,2567,-0.5737,0.6396,0.011194372404755553,-0.789,0.6255,0.02016655157619007
67,N/A,2567,-0.533,0.6753,0.011818180943341168,-0.757,0.6597,0.021268548930080237
68,N/A,2567,-0.5127,0.6797,0.011895088845358573,-0.731,0.6626,0.021363005846127967
69,N/A,2567,-0.572,0.682,0.011937815457590465,-0.8057,0.672,0.02166211941361244
70,N/A,2567,-0.5356,0.69,0.012074540616732517,-0.773,0.6797,0.02191400452307305
71,N/A,2567,-0.5356,0.711,0.012441989481926784,-0.7812,0.696,0.022433517561335558
72,N/A,2567,-0.497,0.7207,0.01261289593085435,-0.7505,0.708,0.02282708804486776
73,N/A,2567,-0.4897,0.7417,0.012980344796048615,-0.7563,0.73,0.023535514915225726
74,N/A,2567,-0.499,0.7686,0.013450337530599422,-0.7764,0.757,0.02440136997899657
75,N/A,2567,-0.5273,0.796,0.013928875587596605,-0.8076,0.7773,0.025062568391330673
76,N/A,2567,-0.836,0.849,0.014860315734251839,-1.127,0.8296,0.0267470500608485
77,N/A,2567,-0.763,0.8633,0.015108130085196809,-1.048,0.8633,0.02783330459539738
78,N/A,2567,-0.6934,0.8794,0.015390125725927292,-0.94,0.868,0.02799073278881026
79,N/A,2567,-0.4622,0.956,0.016731741350008683,-0.6763,0.9546,0.030777211812218257
0,N/A,636,-0.005806,0.0008802,1.540494651954523e-05,-0.005814,0.000646,2.083156270258339e-05
1,N/A,636,-0.00637,0.00217,3.7986628687415975e-05,-0.006134,0.002224,7.170362246852319e-05
2,N/A,636,-0.00944,0.003183,5.571149673048968e-05,-0.00925,0.003418,0.00011019973538901678
3,N/A,636,-0.014275,0.005436,9.513347254757076e-05,-0.013885,0.005756,0.00018559308114065437
4,N/A,636,-0.03278,0.006588,0.00011529509269449452,-0.03192,0.006687,0.00021560283050998483
5,N/A,636,-0.0366,0.00905,0.0001583555065844476,-0.03534,0.009514,0.00030673899560291053
6,N/A,636,-0.05295,0.0116,0.00020295140810148426,-0.0512,0.01155,0.00037241607004234685
7,N/A,636,-0.0793,0.01572,0.00027505256624280104,-0.0778,0.0151,0.0004867974918188933
8,N/A,636,-0.0992,0.0221,0.0003866758406986174,-0.09827,0.02054,0.0006621823385429312
9,N/A,636,-0.1262,0.02625,0.00045931108149283283,-0.1218,0.02522,0.0008132150115984139
10,N/A,636,-0.1571,0.0357,0.0006248767038914121,-0.1497,0.03455,0.0011138044683961339
11,N/A,636,-0.1776,0.04517,0.0007904423262899914,-0.1683,0.04413,0.001422757297968913
12,N/A,636,-0.2147,0.05563,0.0009736326762342258,-0.2031,0.05365,0.001729742275124031
13,N/A,636,-0.261,0.06885,0.0012048904649393382,-0.2416,0.06805,0.0021941554456920303
14,N/A,636,-0.3162,0.09686,0.0016951783403002924,-0.2864,0.0976,0.003146596015839961
15,N/A,636,-0.327,0.11725,0.002051945552436586,-0.2886,0.1173,0.0037822123467444687
16,N/A,636,-0.3462,0.1362,0.0023841449625395415,-0.2988,0.1373,0.004427667939737281
17,N/A,636,-0.3599,0.1654,0.002894727978710644,-0.2942,0.1661,0.005356494280873279
18,N/A,636,-0.426,0.1995,0.0034907642193455295,-0.354,0.1975,0.00636797042355104
19,N/A,636,-0.4814,0.2172,0.0038005321580267424,-0.4067,0.2124,0.006848126413460328
20,N/A,636,-0.56,0.2412,0.004221389288510873,-0.4856,0.2362,0.007615588856348123
21,N/A,636,-0.649,0.2637,0.004614474121044274,-0.571,0.2563,0.008264980154176258
22,N/A,636,-0.6826,0.2812,0.004922105729113892,-0.6025,0.2722,0.008776621782768121
23,N/A,636,-0.7695,0.304,0.0053194632228704825,-0.691,0.2905,0.009366977508066426
24,N/A,636,-0.852,0.322,0.005635640153386479,-0.772,0.306,0.009862876317317
25,N/A,636,-0.995,0.3342,0.005849273214545936,-0.9106,0.3142,0.0101305042461189
26,N/A,636,-1.062,0.3433,0.006007361679803935,-0.9756,0.3223,0.010390260765250153
27,N/A,636,-1.183,0.3606,0.006310720626650364,-1.09,0.3345,0.010783831248782355
28,N/A,636,-1.252,0.3818,0.006682442153067819,-1.154,0.3533,0.011389929793421948
29,N/A,636,-1.34,0.3992,0.0069858010999142486,-1.244,0.3662,0.011807114505966082
30,N/A,636,-1.379,0.3965,0.006938801826459167,-1.279,0.3625,0.011689043360906422
31,N/A,636,-1.44,0.42,0.007348977303885325,-1.334,0.3892,0.012547027015006623
32,N/A,636,-1.527,0.4373,0.007652336250731755,-1.419,0.4004,0.012909111859856251
33,N/A,636,-1.622,0.4653,0.008143692291398505,-1.503,0.4224,0.013617538730214216
34,N/A,636,-1.659,0.4749,0.008310326079102882,-1.538,0.4324,0.013940266526710621
35,N/A,636,-1.728,0.4878,0.008536777123931907,-1.603,0.4468,0.01440467969727862
36,N/A,636,-1.749,0.4866,0.008515413817815962,-1.62,0.4434,0.014294479961889605
37,N/A,636,-1.756,0.5044,0.008827318087108769,-1.617,0.4631,0.014932064145211773
38,N/A,636,-1.908,0.5225,0.009143495017624766,-1.78,0.4834,0.01558539114787523
39,N/A,636,-1.975,0.5396,0.009442581303248005,-1.838,0.5024,0.016199361102185464
40,N/A,636,-2.117,0.544,0.00951948920526541,-1.984,0.5107,0.016466989030987363
41,N/A,636,-2.207,0.5635,0.00986130210312054,-2.074,0.533,0.017191158720686616
42,N/A,636,-2.352,0.5664,0.009912574037798811,-2.234,0.5386,0.017364329733440785
43,N/A,636,-2.396,0.573,0.010032208552048108,-2.281,0.548,0.01766344330092526
44,N/A,636,-2.512,0.5874,0.010280022902993078,-2.393,0.5596,0.018041270965116176
45,N/A,636,-2.617,0.5977,0.01045947467436702,-2.504,0.566,0.01824592761655292
46,N/A,636,-2.705,0.619,0.010835468862007666,-2.592,0.5884,0.018970097306252175
47,N/A,636,-2.7,0.633,0.011074737890506258,-2.59,0.599,0.019316439331760513
48,N/A,636,-2.729,0.64,0.011202917727201932,-2.621,0.6074,0.01958406726056241
49,N/A,636,-2.777,0.645,0.011288370951665716,-2.668,0.614,0.019788723911999154
50,N/A,636,-2.836,0.6562,0.011484913367932415,-2.734,0.628,0.02024526567289651
51,N/A,636,-2.85,0.6616,0.011578911914842576,-2.75,0.635,0.020465665143674542
52,N/A,636,-2.875,0.667,0.011672910461752738,-2.78,0.6416,0.020686064614452576
53,N/A,636,-2.95,0.7095,0.012416353514587648,-2.846,0.682,0.02199271861977949
54,N/A,636,-3.053,0.719,0.012587259963515214,-2.953,0.6953,0.02241777474199427
55,N/A,636,-3.041,0.719,0.012587259963515214,-2.959,0.6987,0.022527974477383285
56,N/A,636,-3.031,0.7266,0.012715439800210889,-2.957,0.7085,0.02284283086420905
57,N/A,636,-3.035,0.73,0.012775257057335537,-2.967,0.7134,0.02300025905762193
58,N/A,636,-3.041,0.7344,0.012852164959352942,-2.982,0.7163,0.023094715973669657
59,N/A,636,-3.064,0.738,0.012911982216477588,-3.014,0.72,0.023220658528399964
60,N/A,636,-3.074,0.7397,0.012946163506263103,-3.025,0.7246,0.023362343902471557
61,N/A,636,-3.096,0.7534,0.013185432534761694,-3.05,0.7437,0.02397631385678179
62,N/A,636,-3.188,0.7715,0.01350160946527769,-3.156,0.7617,0.02455879817240945
63,N/A,636,-3.19,0.7793,0.013638334624419744,-3.164,0.7686,0.024779197643187485
64,N/A,636,-3.084,0.7754,0.013569972044848716,-3.057,0.7656,0.02468474072713976
65,N/A,636,-3.115,0.7886,0.01380069575090093,-3.094,0.773,0.024920883017259077
66,N/A,636,-3.133,0.8057,0.01409978203652417,-3.121,0.7856,0.02533019632013257
67,N/A,636,-3.195,0.8477,0.014834679766912703,-3.176,0.82,0.026432193674022737
68,N/A,636,-3.174,0.861,0.015065403472964917,-3.156,0.831,0.026794278518872363
69,N/A,636,-3.213,0.8804,0.015407216370820048,-3.209,0.8447,0.02723507746042843
70,N/A,636,-3.297,0.9033,0.01580884652579983,-3.299,0.8677,0.027974989969468973
71,N/A,636,-3.252,0.9307,0.01628738458279701,-3.25,0.889,0.02866767402048565
72,N/A,636,-3.266,0.9404,0.016458291031724578,-3.266,0.898,0.028951044768628836
73,N/A,636,-3.363,0.9585,0.016774467962240573,-3.363,0.917,0.02956501472293907
74,N/A,636,-3.58,1.005,0.017586273594646512,-3.58,0.956,0.03082444027024212
75,N/A,636,-3.56,1.025,0.017945177137394398,-3.557,0.967,0.03117078229575046
76,N/A,636,-3.602,1.131,0.01979096678581211,-3.56,1.063,0.0342878605253255
77,N/A,636,-3.607,1.187,0.020765133544699232,-3.537,1.118,0.036051056291549775
78,N/A,636,-3.283,1.185,0.02073095225491372,-3.2,1.115,0.035956599375502045
79,N/A,636,-1.734,1.009,0.017654636174217538,-1.6455,0.941,0.03033641287066219
0,N/A,5092,0.00232,0.0004883,8.545322446378285e-06,0.002285,0.000646,2.083156270258339e-05
1,N/A,5092,0.004753,0.001092,1.9110144924029562e-05,0.004547,0.001119,3.606704509244327e-05
2,N/A,5092,0.00662,0.001709,2.9908628562323998e-05,0.006344,0.001726,5.5653326186975546e-05
3,N/A,5092,0.007107,0.002815,4.92691247298998e-05,0.00635,0.002697,8.695447870539605e-05
4,N/A,5092,0.00824,0.004185,7.32360837787264e-05,0.007538,0.004078,0.00013147713965497648
5,N/A,5092,0.0087,0.005844,0.0001022768280300901,0.00806,0.005726,0.00018460915493182385
6,N/A,5092,0.00942,0.008675,0.00015181299408643923,0.009155,0.0083,0.00026762792880189785
7,N/A,5092,0.01219,0.01108,0.00019387200300220736,0.0111,0.00988,0.0003185461101088766
8,N/A,5092,0.01645,0.01318,0.0002307237060522137,0.01467,0.01258,0.0004056235795903765
9,N/A,5092,0.02249,0.01519,0.00026583964048029947,0.02083,0.014755,0.0004757283219695501
10,N/A,5092,0.01889,0.01785,0.00031243835194570604,0.01732,0.01741,0.0005613299021378042
11,N/A,5092,0.01962,0.02084,0.0003647784519297731,0.01878,0.02072,0.0006680858957959142
12,N/A,5092,0.01602,0.02461,0.0004307376595627554,0.01566,0.02461,0.0007935364874218038
13,N/A,5092,0.02324,0.0279,0.00048815154474935954,0.02414,0.02853,0.000919971005256524
14,N/A,5092,0.02261,0.0341,0.0005965703232877841,0.01863,0.0348,0.0011216758780667779
15,N/A,5092,0.0483,0.0398,0.0006964437793798302,0.04507,0.04037,0.0013017343742827605
16,N/A,5092,0.0481,0.0436,0.0007632041109921606,0.04904,0.04462,0.0014385001173102012
17,N/A,5092,0.0387,0.0454,0.0007947149875131806,0.04004,0.0478,0.0015408284430285738
18,N/A,5092,0.04196,0.05725,0.001001939056837854,0.03876,0.05945,0.0019166882548018274
19,N/A,5092,0.03784,0.0638,0.0011162327445581636,0.03336,0.066,0.002127248463491556
20,N/A,5092,0.0386,0.0632,0.0011055510915001906,0.03238,0.0658,0.0021213449062385727
21,N/A,5092,0.06223,0.0706,0.0012358672588074595,0.04776,0.0747,0.002408651359217081
22,N/A,5092,0.0595,0.07654,0.0013394792934697962,0.0445,0.08124,0.0026192115679068094
23,N/A,5092,0.0367,0.07996,0.0013992965505944441,0.02509,0.0843,0.0027176041887898602
24,N/A,5092,0.02437,0.08234,0.0014409549975205383,0.009766,0.0864,0.0027864790234079957
25,N/A,5092,0.038,0.0842,0.0014740681220002541,0.02036,0.08673,0.0027963182854963005
26,N/A,5092,0.01877,0.0844,0.001477272617917646,-0.002306,0.0883,0.002847482448355487
27,N/A,5092,0.006275,0.08923,0.0015616576770756316,-0.013756,0.09235,0.0029773607079211137
28,N/A,5092,0.01203,0.0949,0.0016609970505147792,-0.01011,0.10004,0.0032253101125464018
29,N/A,5092,-0.006104,0.0945,0.0016535198933741982,-0.02913,0.09717,0.003132821048916334
30,N/A,5092,0.00888,0.0924,0.0016172022729770905,-0.01796,0.09454,0.0030482033949569103
31,N/A,5092,0.01634,0.09656,0.001689837513771306,-0.01038,0.1008,0.003250892193975995
32,N/A,5092,0.02574,0.1055,0.001846857813723507,-0.002695,0.10754,0.0034673559599187062
33,N/A,5092,0.0614,0.1052,0.0018415169871945204,0.0367,0.1113,0.0035893628098136892
34,N/A,5092,0.04517,0.11285,0.001975037650419181,0.01069,0.11456,0.0036936589879497227
35,N/A,5092,0.03122,0.11633,0.0020359230728496263,0.001251,0.1166,0.0037585981177325365
36,N/A,5092,0.02165,0.1206,0.0021106946442554365,-0.012726,0.12085,0.0038963477869688075
37,N/A,5092,0.04822,0.1345,0.0023542363339772174,-6.443e-05,0.1337,0.00430959679467762
38,N/A,5092,0.04697,0.145,0.0025379607665743506,-0.004784,0.1425,0.004592967542820806
39,N/A,5092,0.05408,0.1509,0.00264050463593089,0.0001326,0.1489,0.0048015598990928735
40,N/A,5092,0.0611,0.1628,0.0028498650358671582,0.003822,0.164,0.005285651593837483
41,N/A,5092,0.04147,0.1733,0.0030335894684642914,-0.02069,0.1753,0.005651672143522432
42,N/A,5092,0.02904,0.1862,0.003257904182681721,-0.03323,0.1841,0.005935042891665618
43,N/A,5092,0.0188,0.1925,0.003368993374484639,-0.0458,0.1897,0.006116085314090431
44,N/A,5092,0.01124,0.2003,0.0035057185336266916,-0.0604,0.1952,0.006293192031679922
45,N/A,5092,-0.007805,0.21,0.0036744886519426627,-0.08075,0.207,0.006674955400706159
46,N/A,5092,-0.02286,0.2179,0.0038133501416963097,-0.09625,0.2175,0.007013426016543853
47,N/A,5092,-0.02663,0.2211,0.0038688947375977688,-0.10583,0.2255,0.007269246830839785
48,N/A,5092,-0.02298,0.2253,0.003943666309003579,-0.1009,0.2249,0.0072495683066631745
49,N/A,5092,-0.0351,0.2292,0.004012028888574605,-0.11945,0.2311,0.007450289253264598
50,N/A,5092,-0.05084,0.2329,0.004076118806922442,-0.1427,0.238,0.007674624428877954
51,N/A,5092,-0.05048,0.2377,0.0041594357007746306,-0.1415,0.2439,0.007863538260973411
52,N/A,5092,-0.04483,0.2416,0.004227798280345657,-0.1365,0.251,0.00809180914142209
53,N/A,5092,-0.03036,0.2517,0.004405113721108006,-0.12256,0.261,0.008414536937918495
54,N/A,5092,-0.0296,0.263,0.004601656137374706,-0.1304,0.271,0.008737264734414902
55,N/A,5092,-0.00111,0.2676,0.0046828367006153,-0.09717,0.2725,0.008784493192438765
56,N/A,5092,-0.01578,0.2715,0.004751199280186327,-0.1149,0.2778,0.008957664205192934
57,N/A,5092,0.00455,0.2756,0.004823834520980542,-0.0937,0.282,0.009091478169593884
58,N/A,5092,-0.01163,0.2837,0.004964832341345784,-0.11523,0.2847,0.009178063675970969
59,N/A,5092,-0.01182,0.289,0.005058830888255945,-0.12146,0.294,0.009477177243455443
60,N/A,5092,-0.02309,0.2966,0.005191283386174808,-0.1343,0.2986,0.00962673402719768
61,N/A,5092,-0.03073,0.2974,0.005204101369844376,-0.1458,0.3005,0.009689705304562831
62,N/A,5092,-0.02068,0.3032,0.005306645239200915,-0.1376,0.2993,0.009650348256209612
63,N/A,5092,-0.002783,0.3035,0.005310917900424104,-0.1182,0.2993,0.009650348256209612
64,N/A,5092,0.02135,0.3083,0.005396371124887887,-0.09357,0.3025,0.009752676581927985
65,N/A,5092,0.013596,0.313,0.005477551688128481,-0.1048,0.3127,0.010083275788095035
66,N/A,5092,0.06525,0.3193,0.005588640879931398,-0.05637,0.3162,0.010193475523484052
67,N/A,5092,0.0701,0.3232,0.005657003459502425,-0.0532,0.3196,0.010303675258873069
68,N/A,5092,0.0699,0.3237,0.005665548781948803,-0.05765,0.3225,0.010398132174920797
69,N/A,5092,0.0582,0.337,0.0058962724880010165,-0.08307,0.3352,0.010807445477794287
70,N/A,5092,0.0656,0.3467,0.006067178936928583,-0.0773,0.3467,0.011177401732314558
71,N/A,5092,0.1288,0.3513,0.006148359500169176,-0.02528,0.3542,0.011421415432104525
72,N/A,5092,0.1046,0.3618,0.006332083932766309,-0.05048,0.359,0.011570972215846761
73,N/A,5092,0.07385,0.3684,0.006447445785792416,-0.08325,0.3691,0.01190157142201381
74,N/A,5092,0.0986,0.3757,0.0065756256224880905,-0.06036,0.3752,0.012098356663779912
75,N/A,5092,0.1886,0.3984,0.006972983116244681,0.01822,0.4045,0.0130429258242572
76,N/A,5092,0.1312,0.4138,0.007242160773305597,-0.04962,0.4204,0.013554567452849064
77,N/A,5092,0.1964,0.451,0.007891605279230347,0.003805,0.4434,0.014294479961889605
78,N/A,5092,0.1162,0.4736,0.008288962772986937,-0.1002,0.471,0.015183949254672383
79,N/A,5092,-0.0938,0.4917,0.008605139703502932,-0.2385,0.5107,0.016466989030987363
0,N/A,4994,-0.00673,0.002651,4.6398430470569596e-05,-0.006954,0.00304,9.802364855473924e-05
1,N/A,4994,-0.007267,0.00681,0.00011916719192800968,-0.006744,0.007652,0.0002467194968642496
2,N/A,4994,-0.01979,0.010315,0.00018051993667974128,-0.01875,0.01218,0.00039258655732337224
3,N/A,4994,-0.04593,0.01654,0.0002894727978710644,-0.0432,0.01904,0.0006139699543102363
4,N/A,4994,-0.0849,0.01729,0.0003025578228670812,-0.08264,0.01978,0.0006375841833221685
5,N/A,4994,-0.1054,0.02084,0.0003647784519297731,-0.1035,0.02373,0.0007650026273657191
6,N/A,4994,-0.11005,0.02126,0.00037198856774390475,-0.1089,0.02348,0.000757131217695075
7,N/A,4994,-0.12256,0.0228,0.0003989597417152862,-0.1219,0.0253,0.0008156748271204902
8,N/A,4994,-0.1364,0.02612,0.0004571747508812383,-0.1383,0.02904,0.0009362057877022273
9,N/A,4994,-0.1437,0.03183,0.0005570482069732845,-0.1486,0.03433,0.0011069169849343202
10,N/A,4994,-0.1278,0.03503,0.000613126885527642,-0.1328,0.03778,0.0012181006465321676
11,N/A,4994,-0.11536,0.03876,0.0006782849691812764,-0.1222,0.04227,0.001362737799230252
12,N/A,4994,-0.1212,0.04276,0.0007482497967109986,-0.1298,0.04745,0.0015300052547314383
13,N/A,4994,-0.12164,0.05164,0.0009036678487045036,-0.1311,0.05707,0.001839942010513048
14,N/A,4994,-0.10236,0.06366,0.001114096413946569,-0.11584,0.0681,0.0021961232981096914
15,N/A,4994,-0.11206,0.0752,0.001315979656742256,-0.1326,0.0814,0.0026251151251597926
16,N/A,4994,-0.1451,0.08636,0.0015114539077031592,-0.1682,0.09204,0.002967521445832809
17,N/A,4994,-0.1786,0.1069,0.0018703574504510471,-0.2014,0.11053,0.003563780728384096
18,N/A,4994,-0.2053,0.1241,0.002171580066685882,-0.2268,0.1272,0.004101004438405552
19,N/A,4994,-0.2727,0.1329,0.002326464036026488,-0.3018,0.1362,0.004392246596219383
20,N/A,4994,-0.2722,0.1418,0.002482416170672892,-0.3013,0.1466,0.004726781507221755
21,N/A,4994,-0.3184,0.1526,0.002670413264493214,-0.343,0.1622,0.005230551726142975
22,N/A,4994,-0.3323,0.1721,0.0030122261623483455,-0.3567,0.1842,0.00593897859650094
23,N/A,4994,-0.3438,0.1857,0.003249358860235343,-0.3718,0.1995,0.006430941700916193
24,N/A,4994,-0.3806,0.201,0.003518536517296259,-0.4104,0.216,0.006962261853684667
25,N/A,4994,-0.415,0.221,0.003866758406986174,-0.4448,0.2384,0.00768643154338392
26,N/A,4994,-0.4104,0.2277,0.003984256590623876,-0.439,0.2456,0.007918638128667919
27,N/A,4994,-0.2957,0.2415,0.004225661949734062,-0.3318,0.2583,0.00832795143154141
28,N/A,4994,-0.1976,0.25,0.004375205092545682,-0.2344,0.2637,0.00850112244429558
29,N/A,4994,-0.158,0.273,0.004776835247525461,-0.2001,0.2856,0.009209549314653544
30,N/A,4994,-0.077,0.2786,0.004875106455658812,-0.12103,0.2878,0.009280392001689342
31,N/A,4994,0.01476,0.2874,0.005028922259693621,-0.0386,0.2927,0.009437820195102222
32,N/A,4994,0.0317,0.3086,0.0054006437861110765,-0.0211,0.309,0.009965204643035373
33,N/A,4994,0.05356,0.316,0.00552882362280675,-0.00448,0.3176,0.010240703981507915
34,N/A,4994,0.1534,0.3162,0.00553309628402994,0.0922,0.3186,0.010272189620190492
35,N/A,4994,0.2008,0.347,0.0060714515981517714,0.12445,0.3364,0.010846802526147508
36,N/A,4994,0.2576,0.3518,0.006156904822615554,0.1802,0.3335,0.01075234561009978
37,N/A,4994,0.3086,0.3728,0.0065243536878098205,0.2206,0.3545,0.011429286841775169
38,N/A,4994,0.308,0.389,0.006806349328540304,0.2186,0.3726,0.012011771157402828
39,N/A,4994,0.3413,0.4028,0.007049891018262085,0.2482,0.3818,0.012310884724887302
40,N/A,4994,0.3997,0.4,0.006998619083583815,0.302,0.3833,0.012358113182911166
41,N/A,4994,0.5107,0.424,0.00742161254467954,0.409,0.404,0.013027183004915911
42,N/A,4994,0.4805,0.434,0.007596791654830295,0.3726,0.414,0.013349910801412318
43,N/A,4994,0.4653,0.443,0.007754880120088294,0.3552,0.423,0.013641152959226148
44,N/A,4994,0.4556,0.4556,0.00797278584247094,0.3486,0.4333,0.013971752165393198
45,N/A,4994,0.4941,0.471,0.008241963499531857,0.3872,0.4485,0.01445977956497313
46,N/A,4994,0.533,0.4863,0.008511141156592772,0.42,0.4697,0.015144592206319162
47,N/A,4994,0.536,0.5015,0.0087760461524305,0.4175,0.483,0.015569648328533942
48,N/A,4994,0.533,0.513,0.008981133891143578,0.4106,0.4917,0.015853019076677126
49,N/A,4994,0.537,0.5103,0.008929861956465309,0.4082,0.4937,0.01591599035404228
50,N/A,4994,0.59,0.514,0.008998224536036334,0.461,0.4956,0.015978961631407433
51,N/A,4994,0.5596,0.5195,0.009092223082946495,0.4265,0.5024,0.016199361102185464
52,N/A,4994,0.5605,0.535,0.0093656734012306,0.431,0.522,0.01682907387583699
53,N/A,4994,0.629,0.548,0.009587851784836437,0.4958,0.5347,0.01723838717871048
54,N/A,4994,0.622,0.5493,0.00961348775217557,0.4883,0.5366,0.017301358456075635
55,N/A,4994,0.627,0.553,0.009681850331746598,0.4956,0.541,0.017443043830147227
56,N/A,4994,0.6763,0.5674,0.009929664682691568,0.5474,0.5566,0.017946814049068446
57,N/A,4994,0.6533,0.569,0.009955300650030703,0.5215,0.5596,0.018041270965116176
58,N/A,4994,0.6616,0.5664,0.009912574037798811,0.529,0.5557,0.01791532841038587
59,N/A,4994,0.656,0.571,0.009989481939816216,0.5176,0.5635,0.01816721351984648
60,N/A,4994,0.671,0.5747,0.010057844519387241,0.532,0.5684,0.01832464171325936
61,N/A,4994,0.6934,0.578,0.01011766177651189,0.5513,0.5703,0.018387612990624514
62,N/A,4994,0.677,0.5825,0.010194569678529294,0.5347,0.5747,0.018529298364696106
63,N/A,4994,0.6826,0.587,0.010271477580546699,0.54,0.5786,0.01865524091942641
64,N/A,4994,0.6597,0.6016,0.010527837253938048,0.5303,0.595,0.019190496777030205
65,N/A,4994,0.6294,0.6094,0.0106645624130801,0.4949,0.6025,0.019426639067149528
66,N/A,4994,0.567,0.6147,0.010758560959990261,0.4285,0.613,0.019757238273316578
67,N/A,4994,0.689,0.657,0.011502004012825171,0.5386,0.6562,0.02115834919469122
68,N/A,4994,0.7124,0.675,0.011809635620894791,0.564,0.6724,0.02167786223295373
69,N/A,4994,0.7666,0.6826,0.011946360780036842,0.617,0.6797,0.02191400452307305
70,N/A,4994,0.734,0.7056,0.012347990935016623,0.577,0.701,0.022606688574089727
71,N/A,4994,0.891,0.7246,0.012681258510425375,0.727,0.722,0.023283629805765114
72,N/A,4994,0.981,0.7197,0.012595805285961593,0.821,0.7188,0.0231734300703761
73,N/A,4994,1.061,0.7246,0.012681258510425375,0.8955,0.719,0.023189172889717388
74,N/A,4994,0.954,0.748,0.013091433987851533,0.761,0.7446,0.024007799495464367
75,N/A,4994,1.0,0.7827,0.013698151881544392,0.7944,0.773,0.024920883017259077
76,N/A,4994,1.224,0.8413,0.014723590575109786,1.0,0.838,0.027014677989650397
77,N/A,4994,1.19,0.866,0.015159402019875078,0.921,0.8555,0.02758141948593677
78,N/A,4994,1.125,0.8633,0.015108130085196809,0.855,0.854,0.027534191027912904
79,N/A,4994,1.12,0.828,0.014492866869057573,0.899,0.7935,0.02558208142959318
0,N/A,1071,-0.001233,0.0003452,6.041810010915897e-06,-0.001242,0.000423,1.3636602300510306e-05
1,N/A,1071,0.002857,0.001268,2.2197810261099844e-05,0.002607,0.001359,4.381546398698351e-05
2,N/A,1071,9.4e-05,0.002115,3.701860387903718e-05,-0.000498,0.00229,7.385596105033993e-05
3,N/A,1071,-0.001771,0.00363,6.352245552913234e-05,-0.002645,0.003975,0.0001281563887001735
4,N/A,1071,-0.009705,0.00535,9.359798492048716e-05,-0.010864,0.005405,0.00017427792973910352
5,N/A,1071,-0.02599,0.00924,0.0001616935231650641,-0.02649,0.00957,0.0003084608664683639
6,N/A,1071,-0.03696,0.01363,0.00023860142518246867,-0.0377,0.01374,0.00044301277552593574
7,N/A,1071,-0.0546,0.02036,0.0003562331294833948,-0.054,0.01991,0.0006420118512619057
8,N/A,1071,-0.06885,0.02826,0.0004945605365841432,-0.0684,0.02911,0.0009386656032243036
9,N/A,1071,-0.09296,0.03848,0.0006734782253051886,-0.0907,0.03955,0.001275168366644337
10,N/A,1071,-0.1039,0.0509,0.0008908498650349362,-0.10156,0.0531,0.001712031603365082
11,N/A,1071,-0.1105,0.05667,0.0009917914864327798,-0.1091,0.06018,0.0019403024838137595
12,N/A,1071,-0.1106,0.06665,0.001166436513930636,-0.11005,0.0713,0.0022984516238280643
13,N/A,1071,-0.10956,0.0798,0.0013960920546770524,-0.1091,0.08636,0.0027845111709903347
14,N/A,1071,-0.1079,0.104,0.0018201536810785747,-0.1107,0.11127,0.003587394957396028
15,N/A,1071,-0.1067,0.11835,0.002071172527940937,-0.1087,0.1284,0.004140361486758773
16,N/A,1071,-0.0952,0.12415,0.002172648231991679,-0.09576,0.1332,0.004293853975336332
17,N/A,1071,-0.07275,0.1434,0.0025101884686236212,-0.07513,0.1559,0.005025895074706229
18,N/A,1071,-0.04755,0.1615,0.002826365399139618,-0.0403,0.1749,0.005639865029016465
19,N/A,1071,-0.03445,0.1697,0.002969499550116454,-0.02121,0.1855,0.005982271349689482
20,N/A,1071,-0.0535,0.1798,0.0031468149908788034,-0.0374,0.1926,0.00621054223013816
21,N/A,1071,-0.08716,0.1842,0.003223722892896208,-0.0686,0.1978,0.0063758418332216845
22,N/A,1071,-0.09546,0.1968,0.003443764945890449,-0.06903,0.2115,0.006820576479613074
23,N/A,1071,-0.0862,0.2057,0.0035997170805368525,-0.06216,0.2203,0.007103947227756259
24,N/A,1071,-0.072,0.2141,0.003747123892736878,-0.0415,0.2284,0.007363703746887514
